timestamp,slice_type,slice_id,cpu_util_pct,mem_util_pct,bw_util_pct,active_users,queue_len,congestion_flag,Use Case Type,Packet Loss Budget,Latency Budget (ns),Jitter Budget (ns),Data Rate Budget (Gbps),Required Mobility,Required Connectivity,Slice Available Transfer Rate (Gbps),Slice Latency (ns),Slice Packet Loss,Slice Jitter (ns),Slice Handover
2025-01-01 00:16:00,ERLLC,ERLLC_01,65.31,45.21,65.09,59,3,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:17:00,ERLLC,ERLLC_01,63.86,44.41,61.38,60,4,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:18:00,ERLLC,ERLLC_01,60.07,46.31,58.77,62,3,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:19:00,ERLLC,ERLLC_01,55.83,46.96,58.69,60,2,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:20:00,ERLLC,ERLLC_01,61.21,43.4,62.47,58,3,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:21:00,ERLLC,ERLLC_01,64.7,44.45,67.79,61,2,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:22:00,ERLLC,ERLLC_01,59.13,46.37,63.44,61,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:23:00,ERLLC,ERLLC_01,59.9,44.84,61.1,61,1,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:24:00,ERLLC,ERLLC_01,59.04,44.32,64.56,61,3,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:25:00,ERLLC,ERLLC_01,62.21,46.6,60.89,59,2,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:26:00,ERLLC,ERLLC_01,60.73,46.77,60.16,58,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:27:00,ERLLC,ERLLC_01,55.31,44.47,58.41,58,1,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:28:00,ERLLC,ERLLC_01,63.6,45.49,64.87,56,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:29:00,ERLLC,ERLLC_01,57.2,43.38,54.32,60,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:30:00,ERLLC,ERLLC_01,63.74,43.88,64.33,60,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:31:00,ERLLC,ERLLC_01,59.37,45.44,60.22,59,2,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:32:00,ERLLC,ERLLC_01,57.61,45.33,58.77,54,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:33:00,ERLLC,ERLLC_01,61.39,43.86,66.04,57,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:34:00,ERLLC,ERLLC_01,59.12,44.26,60.44,62,1,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:35:00,ERLLC,ERLLC_01,59.9,43.77,59.25,58,2,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:36:00,ERLLC,ERLLC_01,61.4,46.08,61.54,60,1,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:37:00,ERLLC,ERLLC_01,60.89,42.47,62.21,57,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:38:00,ERLLC,ERLLC_01,59.98,43.93,61.58,63,2,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:39:00,ERLLC,ERLLC_01,57.94,42.68,57.21,60,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:40:00,ERLLC,ERLLC_01,66.17,46.14,59.34,60,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:41:00,ERLLC,ERLLC_01,61.92,42.83,67.07,64,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:42:00,ERLLC,ERLLC_01,60.44,45.61,63.13,63,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:43:00,ERLLC,ERLLC_01,69.99,48.05,62.97,59,1,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:44:00,ERLLC,ERLLC_01,61.71,48.13,60.83,59,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:45:00,ERLLC,ERLLC_01,56.6,42.94,59.63,59,1,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:46:00,ERLLC,ERLLC_01,66.06,46.13,67.29,61,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:47:00,ERLLC,ERLLC_01,58.66,44.23,61.37,60,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:48:00,ERLLC,ERLLC_01,62.65,43.95,60.28,59,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:49:00,ERLLC,ERLLC_01,62.87,45.6,66.19,63,1,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:50:00,ERLLC,ERLLC_01,59.02,47.64,59.77,60,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:51:00,ERLLC,ERLLC_01,65.16,46.73,61.76,65,1,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:52:00,ERLLC,ERLLC_01,62.66,44.79,61.97,60,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:53:00,ERLLC,ERLLC_01,64.32,46.95,63.23,64,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:54:00,ERLLC,ERLLC_01,62.87,42.55,63.04,61,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:55:00,ERLLC,ERLLC_01,63.64,44.82,68.86,62,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:56:00,ERLLC,ERLLC_01,63.1,44.74,62.62,59,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:57:00,ERLLC,ERLLC_01,60.28,46.13,54.16,58,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:58:00,ERLLC,ERLLC_01,62.23,45.74,63.24,61,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 00:59:00,ERLLC,ERLLC_01,66.12,45.86,62.69,62,1,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:00:00,ERLLC,ERLLC_01,63.42,45.84,62.07,60,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:01:00,ERLLC,ERLLC_01,61.8,46.17,62.03,58,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:02:00,ERLLC,ERLLC_01,61.48,46.97,61.2,58,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:03:00,ERLLC,ERLLC_01,60.99,46.42,60.81,57,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:04:00,ERLLC,ERLLC_01,58.54,45.8,62.81,57,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:05:00,ERLLC,ERLLC_01,60.33,46.86,60.63,61,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:06:00,ERLLC,ERLLC_01,60.82,47.52,60.06,63,2,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:07:00,ERLLC,ERLLC_01,64.81,45.48,71.01,60,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:08:00,ERLLC,ERLLC_01,60.31,46.26,58.5,56,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:09:00,ERLLC,ERLLC_01,61.43,48.12,62.24,60,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:10:00,ERLLC,ERLLC_01,60.87,44.76,57.45,60,1,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:11:00,ERLLC,ERLLC_01,63.88,49.15,63.9,65,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:12:00,ERLLC,ERLLC_01,59.88,44.46,58.49,58,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:13:00,ERLLC,ERLLC_01,57.13,45.99,60.61,60,1,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:14:00,ERLLC,ERLLC_01,67.96,45.11,66.36,64,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:15:00,ERLLC,ERLLC_01,61.76,49.85,63.67,61,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:16:00,ERLLC,ERLLC_01,62.22,45.84,64.29,62,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:17:00,ERLLC,ERLLC_01,57.82,45.88,56.94,61,1,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:18:00,ERLLC,ERLLC_01,62.98,46.11,67.77,61,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:19:00,ERLLC,ERLLC_01,63.59,46.84,59.01,62,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:20:00,ERLLC,ERLLC_01,66.87,46.23,66.2,59,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:21:00,ERLLC,ERLLC_01,64.23,46.56,65.65,62,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:22:00,ERLLC,ERLLC_01,61.51,41.5,63.02,58,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:23:00,ERLLC,ERLLC_01,61.63,46.91,59.69,61,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:24:00,ERLLC,ERLLC_01,61.81,46.88,62.71,61,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:25:00,ERLLC,ERLLC_01,60.03,48.44,60.52,60,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:26:00,ERLLC,ERLLC_01,62.28,48.88,62.35,61,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:27:00,ERLLC,ERLLC_01,59.74,46.67,61.19,60,1,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:28:00,ERLLC,ERLLC_01,58.57,48.21,55.5,59,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:29:00,ERLLC,ERLLC_01,63.45,45.36,65.3,60,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:30:00,ERLLC,ERLLC_01,62.44,48.2,61.37,59,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:31:00,ERLLC,ERLLC_01,59.26,46.22,61.13,62,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:32:00,ERLLC,ERLLC_01,61.98,45.33,59.93,59,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:33:00,ERLLC,ERLLC_01,60.0,46.87,63.98,63,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:34:00,ERLLC,ERLLC_01,58.26,49.28,58.93,59,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:35:00,ERLLC,ERLLC_01,56.45,47.48,55.17,60,2,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:36:00,ERLLC,ERLLC_01,59.17,49.49,63.16,60,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:37:00,ERLLC,ERLLC_01,65.22,46.15,64.78,64,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:38:00,ERLLC,ERLLC_01,58.83,48.88,61.98,62,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:39:00,ERLLC,ERLLC_01,57.88,46.36,58.81,61,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:40:00,ERLLC,ERLLC_01,64.83,47.71,62.85,62,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:41:00,ERLLC,ERLLC_01,57.06,47.73,56.57,57,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:42:00,ERLLC,ERLLC_01,59.35,48.43,59.18,61,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:43:00,ERLLC,ERLLC_01,58.37,47.85,61.3,65,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:44:00,ERLLC,ERLLC_01,64.93,46.4,65.11,62,1,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:45:00,ERLLC,ERLLC_01,63.12,48.86,61.49,62,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:46:00,ERLLC,ERLLC_01,62.88,50.17,61.56,63,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:47:00,ERLLC,ERLLC_01,66.05,46.73,68.77,63,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:48:00,ERLLC,ERLLC_01,61.62,44.89,62.35,58,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:49:00,ERLLC,ERLLC_01,60.1,48.42,62.31,58,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:50:00,ERLLC,ERLLC_01,58.95,47.21,61.47,62,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:51:00,ERLLC,ERLLC_01,63.54,47.54,60.15,60,1,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:52:00,ERLLC,ERLLC_01,60.45,48.61,56.67,64,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:53:00,ERLLC,ERLLC_01,61.14,47.12,65.16,61,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:54:00,ERLLC,ERLLC_01,61.68,47.44,62.64,58,1,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:55:00,ERLLC,ERLLC_01,60.04,47.72,61.08,59,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:56:00,ERLLC,ERLLC_01,57.7,50.11,60.56,57,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:57:00,ERLLC,ERLLC_01,63.12,47.99,64.79,62,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:58:00,ERLLC,ERLLC_01,58.14,46.12,57.92,62,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 01:59:00,ERLLC,ERLLC_01,58.11,46.21,60.49,61,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 02:00:00,ERLLC,ERLLC_01,56.45,48.25,59.82,64,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 02:01:00,ERLLC,ERLLC_01,60.85,46.38,68.86,65,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 02:02:00,ERLLC,ERLLC_01,61.97,45.77,65.21,62,1,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 02:03:00,ERLLC,ERLLC_01,57.31,49.1,54.68,58,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 02:04:00,ERLLC,ERLLC_01,57.38,49.2,58.68,64,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
2025-01-01 02:05:00,ERLLC,ERLLC_01,63.31,47.66,62.83,64,0,0,Motion control,"1,00E-06",1000,1000000,0,no,no,5680.998699489897,3095878.393077113,0.0005552074632143,2303196.3615678186,yes
